date,state,district,market,commodity,modal_price,min_price,max_price
2025-06-21,Gujarat,Amreli,Savarkundla,Cotton,7750.0,7000.0,8080.0
2025-06-23,Gujarat,Amreli,Savarkundla,Cotton,7600.0,7000.0,7900.0
2025-06-24,Gujarat,Amreli,Savarkundla,Cotton,7750.0,7375.0,7900.0
2025-06-25,Gujarat,Amreli,Savarkundla,Cotton,7500.0,7250.0,7925.0
2025-06-26,Gujarat,Amreli,Savarkundla,Cotton,7500.0,7300.0,7900.0
2025-06-28,Gujarat,Amreli,Savarkundla,Cotton,7350.0,6500.0,7950.0
2025-06-30,Gujarat,Amreli,Savarkundla,Cotton,7800.0,7150.0,8040.0
2025-07-01,Gujarat,Amreli,Savarkundla,Cotton,7350.0,7000.0,7500.0
2025-07-02,Gujarat,Amreli,Savarkundla,Cotton,7750.0,7100.0,8050.0
2025-07-03,Gujarat,Amreli,Savarkundla,Cotton,7875.0,7500.0,8070.0
2025-07-04,Gujarat,Amreli,Savarkundla,Cotton,7500.0,5000.0,7750.0
2025-07-05,Gujarat,Amreli,Savarkundla,Cotton,7750.0,7500.0,8000.0
2025-07-07,Gujarat,Amreli,Savarkundla,Cotton,8000.0,7850.0,8175.0
2025-07-08,Gujarat,Amreli,Savarkundla,Cotton,7875.0,7250.0,8105.0
2025-07-09,Gujarat,Amreli,Savarkundla,Cotton,7750.0,7500.0,8000.0
2025-07-14,Gujarat,Amreli,Savarkundla,Cotton,7875.0,7500.0,8175.0
2025-07-15,Gujarat,Amreli,Savarkundla,Cotton,8000.0,7500.0,8250.0
2025-07-16,Gujarat,Amreli,Savarkundla,Cotton,7800.0,7500.0,8330.0
2025-07-17,Gujarat,Amreli,Savarkundla,Cotton,8000.0,7500.0,8355.0
2025-07-18,Gujarat,Amreli,Savarkundla,Cotton,8200.0,7750.0,8500.0
2025-07-19,Gujarat,Amreli,Savarkundla,Cotton,8375.0,8250.0,8500.0
2025-07-21,Gujarat,Amreli,Savarkundla,Cotton,8200.0,6875.0,8460.0
2025-07-22,Gujarat,Amreli,Savarkundla,Cotton,8255.0,7500.0,8555.0
2025-07-23,Gujarat,Amreli,Savarkundla,Cotton,8150.0,7250.0,8505.0
2025-07-24,Gujarat,Amreli,Savarkundla,Cotton,7500.0,7000.0,8250.0
2025-07-25,Gujarat,Amreli,Savarkundla,Cotton,8125.0,7000.0,8430.0
2025-07-26,Gujarat,Amreli,Savarkundla,Cotton,8000.0,7050.0,8250.0
2025-07-28,Gujarat,Amreli,Savarkundla,Cotton,8125.0,7250.0,8350.0
2025-07-29,Gujarat,Amreli,Savarkundla,Cotton,8000.0,5925.0,8260.0
2025-07-30,Gujarat,Amreli,Savarkundla,Cotton,7750.0,7505.0,8010.0
2025-07-31,Gujarat,Amreli,Savarkundla,Cotton,7875.0,7000.0,8350.0
2025-08-01,Gujarat,Amreli,Savarkundla,Cotton,7900.0,7500.0,8360.0
2025-08-04,Gujarat,Amreli,Savarkundla,Cotton,7750.0,6000.0,8375.0
2025-08-05,Gujarat,Amreli,Savarkundla,Cotton,7900.0,7000.0,8325.0
2025-08-06,Gujarat,Amreli,Savarkundla,Cotton,7875.0,6005.0,8250.0
2025-08-07,Gujarat,Amreli,Savarkundla,Cotton,7500.0,6050.0,8305.0
2025-08-08,Gujarat,Amreli,Savarkundla,Cotton,7875.0,5255.0,8230.0
2025-08-11,Gujarat,Amreli,Savarkundla,Cotton,8150.0,7725.0,8380.0
2025-08-12,Gujarat,Amreli,Savarkundla,Cotton,7750.0,6000.0,8205.0
2024-11-26,Gujarat,Vadodara(Baroda),Savli,Cotton,7100.0,7050.0,7200.0
2024-12-07,Gujarat,Vadodara(Baroda),Savli,Cotton,7100.0,7050.0,7120.0
2025-01-28,Gujarat,Vadodara(Baroda),Savli,Cotton,7175.0,7100.0,7200.0
2025-01-31,Gujarat,Vadodara(Baroda),Savli,Cotton,7300.0,7200.0,7350.0
2025-02-06,Gujarat,Vadodara(Baroda),Savli,Cotton,7220.0,7200.0,7225.0
2025-02-07,Gujarat,Vadodara(Baroda),Savli,Cotton,7150.0,7100.0,7155.0
2025-02-08,Gujarat,Vadodara(Baroda),Savli,Cotton,7125.0,7100.0,7150.0
2025-02-10,Gujarat,Vadodara(Baroda),Savli,Cotton,7125.0,7100.0,7150.0
2025-02-11,Gujarat,Vadodara(Baroda),Savli,Cotton,7125.0,7100.0,7150.0
2025-02-12,Gujarat,Vadodara(Baroda),Savli,Cotton,7125.0,7100.0,7130.0
2025-02-13,Gujarat,Vadodara(Baroda),Savli,Cotton,7125.0,7100.0,7130.0
2025-02-14,Gujarat,Vadodara(Baroda),Savli,Cotton,7125.0,7100.0,7130.0
2025-02-18,Gujarat,Vadodara(Baroda),Savli,Cotton,7150.0,7100.0,7155.0
2025-02-19,Gujarat,Vadodara(Baroda),Savli,Cotton,7126.0,7100.0,7130.0
2025-02-20,Gujarat,Vadodara(Baroda),Savli,Cotton,7125.0,7105.0,7130.0
2025-02-24,Gujarat,Vadodara(Baroda),Savli,Cotton,7125.0,7100.0,7150.0
2025-02-25,Gujarat,Vadodara(Baroda),Savli,Cotton,7160.0,7150.0,7200.0
2025-02-27,Gujarat,Vadodara(Baroda),Savli,Cotton,7130.0,7100.0,7140.0
2025-02-28,Gujarat,Vadodara(Baroda),Savli,Cotton,7100.0,7051.0,7125.0
2025-03-01,Gujarat,Vadodara(Baroda),Savli,Cotton,7055.0,7000.0,7100.0
2025-03-04,Gujarat,Vadodara(Baroda),Savli,Cotton,7101.0,7100.0,7120.0
2025-03-05,Gujarat,Vadodara(Baroda),Savli,Cotton,7050.0,7000.0,7100.0
2025-03-06,Gujarat,Vadodara(Baroda),Savli,Cotton,7050.0,7000.0,7100.0
2025-03-12,Gujarat,Vadodara(Baroda),Savli,Cotton,7055.0,7000.0,7100.0
2025-03-24,Gujarat,Vadodara(Baroda),Savli,Cotton,7055.0,7000.0,7100.0
2024-09-24,Gujarat,Surendranagar,Sayala,Cotton,7252.0,7000.0,7505.0
2024-09-25,Gujarat,Surendranagar,Sayala,Cotton,7125.0,6750.0,7500.0
2024-09-30,Gujarat,Surendranagar,Sayala,Cotton,7162.0,6750.0,7575.0
2024-11-09,Gujarat,Surendranagar,Sayala,Cotton,7375.0,6750.0,8000.0
2025-03-03,Gujarat,Surendranagar,Sayala,Cotton,7250.0,7200.0,7300.0
2024-10-07,Gujarat,Patan,Siddhpur,Cotton,7252.0,6250.0,8255.0
2024-10-08,Gujarat,Patan,Siddhpur,Cotton,7172.0,6255.0,8090.0
2024-10-09,Gujarat,Patan,Siddhpur,Cotton,7127.0,6250.0,8005.0
2024-10-10,Gujarat,Patan,Siddhpur,Cotton,7200.0,6255.0,8145.0
2024-10-11,Gujarat,Patan,Siddhpur,Cotton,7207.0,6255.0,8160.0
2024-10-14,Gujarat,Patan,Siddhpur,Cotton,7795.0,7315.0,8275.0
2024-10-15,Gujarat,Patan,Siddhpur,Cotton,7272.0,6515.0,8125.0
2024-10-16,Gujarat,Patan,Siddhpur,Cotton,7137.0,6255.0,8020.0
2024-10-17,Gujarat,Patan,Siddhpur,Cotton,7425.0,6850.0,8000.0
2024-10-18,Gujarat,Patan,Siddhpur,Cotton,7275.0,6500.0,8050.0
2024-10-19,Gujarat,Patan,Siddhpur,Cotton,7177.0,6330.0,8025.0
2024-10-21,Gujarat,Patan,Siddhpur,Cotton,7680.0,7260.0,8100.0
2024-10-22,Gujarat,Patan,Siddhpur,Cotton,7280.0,6500.0,8060.0
2024-10-23,Gujarat,Patan,Siddhpur,Cotton,7447.0,6875.0,8020.0
2024-10-24,Gujarat,Patan,Siddhpur,Cotton,7325.0,6750.0,7900.0
2024-10-25,Gujarat,Patan,Siddhpur,Cotton,7385.0,7000.0,7770.0
2024-10-26,Gujarat,Patan,Siddhpur,Cotton,7200.0,6745.0,7655.0
2024-11-06,Gujarat,Patan,Siddhpur,Cotton,7200.0,6750.0,7650.0
2024-11-07,Gujarat,Patan,Siddhpur,Cotton,7227.0,6850.0,7605.0
2024-11-08,Gujarat,Patan,Siddhpur,Cotton,7317.0,7000.0,7635.0
2024-11-09,Gujarat,Patan,Siddhpur,Cotton,7435.0,7220.0,7650.0
2024-11-11,Gujarat,Patan,Siddhpur,Cotton,7375.0,7100.0,7650.0
2024-11-12,Gujarat,Patan,Siddhpur,Cotton,7362.0,7110.0,7615.0
2024-11-13,Gujarat,Patan,Siddhpur,Cotton,7042.0,6500.0,7585.0
2024-11-14,Gujarat,Patan,Siddhpur,Cotton,7247.0,6900.0,7595.0
2024-11-18,Gujarat,Patan,Siddhpur,Cotton,7392.0,7200.0,7585.0
2024-11-19,Gujarat,Patan,Siddhpur,Cotton,6950.0,6425.0,7475.0
2024-11-20,Gujarat,Patan,Siddhpur,Cotton,6917.0,6400.0,7435.0
2024-11-21,Gujarat,Patan,Siddhpur,Cotton,7252.0,7045.0,7460.0
2024-11-22,Gujarat,Patan,Siddhpur,Cotton,7157.0,6865.0,7450.0
2024-11-23,Gujarat,Patan,Siddhpur,Cotton,7392.0,7210.0,7575.0
2024-11-25,Gujarat,Patan,Siddhpur,Cotton,7295.0,7060.0,7530.0
2024-11-26,Gujarat,Patan,Siddhpur,Cotton,7312.0,7075.0,7550.0
2024-11-27,Gujarat,Patan,Siddhpur,Cotton,7235.0,6925.0,7545.0
2024-11-28,Gujarat,Patan,Siddhpur,Cotton,7277.0,7000.0,7555.0
2024-11-29,Gujarat,Patan,Siddhpur,Cotton,7252.0,6900.0,7605.0
2024-11-30,Gujarat,Patan,Siddhpur,Cotton,7225.0,6855.0,7595.0
2024-12-02,Gujarat,Patan,Siddhpur,Cotton,7245.0,7000.0,7490.0
2024-12-03,Gujarat,Patan,Siddhpur,Cotton,7037.0,6650.0,7425.0
2024-12-04,Gujarat,Patan,Siddhpur,Cotton,7142.0,6850.0,7435.0
2024-12-05,Gujarat,Patan,Siddhpur,Cotton,7135.0,6770.0,7500.0
2024-12-06,Gujarat,Patan,Siddhpur,Cotton,7200.0,6875.0,7525.0
2024-12-07,Gujarat,Patan,Siddhpur,Cotton,7185.0,6900.0,7470.0
2024-12-09,Gujarat,Patan,Siddhpur,Cotton,7127.0,6785.0,7470.0
2024-12-10,Gujarat,Patan,Siddhpur,Cotton,7180.0,6950.0,7410.0
2024-12-11,Gujarat,Patan,Siddhpur,Cotton,7057.0,6715.0,7400.0
2024-12-12,Gujarat,Patan,Siddhpur,Cotton,7080.0,6750.0,7410.0
2024-12-13,Gujarat,Patan,Siddhpur,Cotton,7037.0,6675.0,7400.0
2024-12-14,Gujarat,Patan,Siddhpur,Cotton,7125.0,6895.0,7355.0
2024-12-16,Gujarat,Patan,Siddhpur,Cotton,7025.0,6650.0,7400.0
2024-12-17,Gujarat,Patan,Siddhpur,Cotton,7062.0,6795.0,7330.0
2024-12-18,Gujarat,Patan,Siddhpur,Cotton,6955.0,6575.0,7335.0
2024-12-19,Gujarat,Patan,Siddhpur,Cotton,7000.0,6675.0,7325.0
2024-12-20,Gujarat,Patan,Siddhpur,Cotton,6925.0,6500.0,7350.0
2024-12-21,Gujarat,Patan,Siddhpur,Cotton,7070.0,6775.0,7365.0
2024-12-23,Gujarat,Patan,Siddhpur,Cotton,6940.0,6500.0,7380.0
2024-12-24,Gujarat,Patan,Siddhpur,Cotton,6990.0,6550.0,7430.0
2024-12-25,Gujarat,Patan,Siddhpur,Cotton,6707.0,6000.0,7415.0
2024-12-26,Gujarat,Patan,Siddhpur,Cotton,6902.0,6360.0,7445.0
2024-12-30,Gujarat,Patan,Siddhpur,Cotton,7007.0,6515.0,7500.0
2024-12-31,Gujarat,Patan,Siddhpur,Cotton,6995.0,6500.0,7490.0
2025-01-01,Gujarat,Patan,Siddhpur,Cotton,6760.0,6000.0,7520.0
2025-01-02,Gujarat,Patan,Siddhpur,Cotton,6917.0,6250.0,7585.0
2025-01-03,Gujarat,Patan,Siddhpur,Cotton,7055.0,6500.0,7610.0
2025-01-04,Gujarat,Patan,Siddhpur,Cotton,7120.0,6625.0,7615.0
2025-01-06,Gujarat,Patan,Siddhpur,Cotton,6955.0,6250.0,7660.0
2025-01-07,Gujarat,Patan,Siddhpur,Cotton,7095.0,6555.0,7635.0
2025-01-08,Gujarat,Patan,Siddhpur,Cotton,7075.0,6500.0,7650.0
2025-01-09,Gujarat,Patan,Siddhpur,Cotton,7210.0,6750.0,7670.0
2025-01-10,Gujarat,Patan,Siddhpur,Cotton,7072.0,6500.0,7645.0
2025-01-11,Gujarat,Patan,Siddhpur,Cotton,7072.0,6500.0,7645.0
2025-01-15,Gujarat,Patan,Siddhpur,Cotton,7057.0,6500.0,7615.0
2025-01-16,Gujarat,Patan,Siddhpur,Cotton,7070.0,6500.0,7640.0
2025-01-17,Gujarat,Patan,Siddhpur,Cotton,7050.0,6450.0,7650.0
2025-01-18,Gujarat,Patan,Siddhpur,Cotton,6955.0,6250.0,7660.0
2025-01-20,Gujarat,Patan,Siddhpur,Cotton,6910.0,6250.0,7570.0
2025-01-22,Gujarat,Patan,Siddhpur,Cotton,6787.0,6000.0,7575.0
2025-01-23,Gujarat,Patan,Siddhpur,Cotton,6915.0,6300.0,7530.0
2025-01-24,Gujarat,Patan,Siddhpur,Cotton,6900.0,6250.0,7550.0
2025-01-25,Gujarat,Patan,Siddhpur,Cotton,6907.0,6250.0,7565.0
2025-01-27,Gujarat,Patan,Siddhpur,Cotton,6802.0,6055.0,7550.0
2025-01-28,Gujarat,Patan,Siddhpur,Cotton,6792.0,6105.0,7480.0
2025-01-29,Gujarat,Patan,Siddhpur,Cotton,6910.0,6300.0,7520.0
2025-01-30,Gujarat,Patan,Siddhpur,Cotton,6750.0,6000.0,7500.0
2025-01-31,Gujarat,Patan,Siddhpur,Cotton,6725.0,6000.0,7450.0
2025-02-01,Gujarat,Patan,Siddhpur,Cotton,6730.0,6000.0,7460.0
2025-02-03,Gujarat,Patan,Siddhpur,Cotton,6725.0,6000.0,7450.0
2025-02-04,Gujarat,Patan,Siddhpur,Cotton,6857.0,6250.0,7465.0
2025-02-05,Gujarat,Patan,Siddhpur,Cotton,6837.0,6150.0,7525.0
2025-02-06,Gujarat,Patan,Siddhpur,Cotton,6842.0,6200.0,7485.0
2025-02-07,Gujarat,Patan,Siddhpur,Cotton,6867.0,6250.0,7485.0
2025-02-08,Gujarat,Patan,Siddhpur,Cotton,6865.0,6250.0,7480.0
2025-02-10,Gujarat,Patan,Siddhpur,Cotton,6892.0,6250.0,7535.0
2025-02-11,Gujarat,Patan,Siddhpur,Cotton,6837.0,6155.0,7520.0
2025-02-12,Gujarat,Patan,Siddhpur,Cotton,6827.0,6100.0,7555.0
2025-02-13,Gujarat,Patan,Siddhpur,Cotton,6885.0,6200.0,7570.0
2025-02-14,Gujarat,Patan,Siddhpur,Cotton,6510.0,5500.0,7520.0
2025-02-15,Gujarat,Patan,Siddhpur,Cotton,6785.0,6000.0,7570.0
2025-02-17,Gujarat,Patan,Siddhpur,Cotton,6972.0,6350.0,7595.0
2025-02-18,Gujarat,Patan,Siddhpur,Cotton,7047.0,6450.0,7645.0
2025-02-19,Gujarat,Patan,Siddhpur,Cotton,7000.0,6500.0,7500.0
2025-02-20,Gujarat,Patan,Siddhpur,Cotton,6912.0,6250.0,7575.0
2025-02-21,Gujarat,Patan,Siddhpur,Cotton,6770.0,6000.0,7570.0
2025-02-22,Gujarat,Patan,Siddhpur,Cotton,6950.0,6350.0,7555.0
2025-02-24,Gujarat,Patan,Siddhpur,Cotton,6877.0,6255.0,7500.0
2025-02-25,Gujarat,Patan,Siddhpur,Cotton,6932.0,6305.0,7560.0
2025-02-27,Gujarat,Patan,Siddhpur,Cotton,6750.0,6000.0,7500.0
2025-02-28,Gujarat,Patan,Siddhpur,Cotton,6745.0,6000.0,7490.0
2025-03-01,Gujarat,Patan,Siddhpur,Cotton,6440.0,6105.0,7440.0
2025-03-03,Gujarat,Patan,Siddhpur,Cotton,6900.0,6250.0,7550.0
2025-03-04,Gujarat,Patan,Siddhpur,Cotton,6875.0,6250.0,7500.0
2025-03-05,Gujarat,Patan,Siddhpur,Cotton,6910.0,6285.0,7535.0
2025-03-06,Gujarat,Patan,Siddhpur,Cotton,6750.0,6000.0,7500.0
2025-03-07,Gujarat,Patan,Siddhpur,Cotton,6665.0,5715.0,7575.0
2025-03-08,Gujarat,Patan,Siddhpur,Cotton,6497.0,5775.0,7220.0
2025-03-10,Gujarat,Patan,Siddhpur,Cotton,6897.0,6250.0,7545.0
2025-03-11,Gujarat,Patan,Siddhpur,Cotton,6857.0,6250.0,7465.0
2025-03-12,Gujarat,Patan,Siddhpur,Cotton,6780.0,6155.0,7405.0
2025-03-15,Gujarat,Patan,Siddhpur,Cotton,6500.0,6400.0,6600.0
2025-03-17,Gujarat,Patan,Siddhpur,Cotton,6887.0,6250.0,7525.0
2025-03-18,Gujarat,Patan,Siddhpur,Cotton,6750.0,6100.0,7400.0
2025-03-19,Gujarat,Patan,Siddhpur,Cotton,6977.0,6455.0,7500.0
2025-03-20,Gujarat,Patan,Siddhpur,Cotton,6772.0,6000.0,7545.0
2025-03-21,Gujarat,Patan,Siddhpur,Cotton,6737.0,6000.0,7475.0
2025-03-22,Gujarat,Patan,Siddhpur,Cotton,6927.0,6300.0,7555.0
2025-03-24,Gujarat,Patan,Siddhpur,Cotton,6752.0,6250.0,7255.0
2025-03-25,Gujarat,Patan,Siddhpur,Cotton,6777.0,6155.0,7400.0
2025-04-01,Gujarat,Patan,Siddhpur,Cotton,6907.0,6325.0,7490.0
2025-04-02,Gujarat,Patan,Siddhpur,Cotton,6577.0,6255.0,6900.0
2025-04-03,Gujarat,Patan,Siddhpur,Cotton,7027.0,6255.0,7800.0
2025-04-04,Gujarat,Patan,Siddhpur,Cotton,7000.0,6125.0,7875.0
2025-04-05,Gujarat,Patan,Siddhpur,Cotton,7090.0,6355.0,7825.0
2025-04-07,Gujarat,Patan,Siddhpur,Cotton,6605.0,6000.0,7210.0
2025-04-08,Gujarat,Patan,Siddhpur,Cotton,7000.0,6125.0,7875.0
2025-04-09,Gujarat,Patan,Siddhpur,Cotton,7030.0,6305.0,7755.0
2025-04-11,Gujarat,Patan,Siddhpur,Cotton,6450.0,6400.0,6500.0
2025-04-12,Gujarat,Patan,Siddhpur,Cotton,6850.0,6150.0,7550.0
2025-04-15,Gujarat,Patan,Siddhpur,Cotton,6252.0,5750.0,6755.0
2025-04-16,Gujarat,Patan,Siddhpur,Cotton,6740.0,5755.0,7725.0
2025-04-17,Gujarat,Patan,Siddhpur,Cotton,6412.0,6200.0,6625.0
2025-04-18,Gujarat,Patan,Siddhpur,Cotton,7190.0,6555.0,7825.0
2025-04-19,Gujarat,Patan,Siddhpur,Cotton,6302.0,6255.0,6350.0
2025-04-21,Gujarat,Patan,Siddhpur,Cotton,6927.0,6055.0,7800.0
2025-04-22,Gujarat,Patan,Siddhpur,Cotton,6500.0,6100.0,6900.0
2025-04-25,Gujarat,Patan,Siddhpur,Cotton,7162.0,6500.0,7825.0
2025-04-29,Gujarat,Patan,Siddhpur,Cotton,6677.0,6105.0,7250.0
2025-05-02,Gujarat,Patan,Siddhpur,Cotton,6977.0,6250.0,7705.0
2025-05-06,Gujarat,Patan,Siddhpur,Cotton,6627.0,6000.0,7255.0
2024-08-21,Gujarat,Bhavnagar,Taleja,Cotton,8055.0,8055.0,8055.0
2024-09-19,Gujarat,Bhavnagar,Taleja,Cotton,6540.0,6175.0,6900.0
2024-09-21,Gujarat,Bhavnagar,Taleja,Cotton,5690.0,4100.0,7275.0
2024-09-23,Gujarat,Bhavnagar,Taleja,Cotton,5225.0,3450.0,7000.0
2024-09-24,Gujarat,Bhavnagar,Taleja,Cotton,5875.0,4500.0,7250.0
2024-09-25,Gujarat,Bhavnagar,Taleja,Cotton,5700.0,4900.0,6500.0
2024-09-26,Gujarat,Bhavnagar,Taleja,Cotton,5175.0,3850.0,6500.0
2024-09-27,Gujarat,Bhavnagar,Taleja,Cotton,5000.0,5000.0,5000.0
2024-09-30,Gujarat,Bhavnagar,Taleja,Cotton,5010.0,3500.0,6515.0
2024-10-01,Gujarat,Bhavnagar,Taleja,Cotton,4780.0,3310.0,6250.0
2024-10-02,Gujarat,Bhavnagar,Taleja,Cotton,5685.0,5685.0,5685.0
2024-10-03,Gujarat,Bhavnagar,Taleja,Cotton,5390.0,4525.0,6255.0
2024-10-04,Gujarat,Bhavnagar,Taleja,Cotton,3875.0,2000.0,5750.0
2024-10-05,Gujarat,Bhavnagar,Taleja,Cotton,4695.0,3125.0,6265.0
2024-10-07,Gujarat,Bhavnagar,Taleja,Cotton,5635.0,4250.0,7015.0
2024-10-08,Gujarat,Bhavnagar,Taleja,Cotton,5525.0,3650.0,7400.0
2024-10-09,Gujarat,Bhavnagar,Taleja,Cotton,6205.0,4750.0,7660.0
2024-10-10,Gujarat,Bhavnagar,Taleja,Cotton,5925.0,4125.0,7725.0
2024-10-11,Gujarat,Bhavnagar,Taleja,Cotton,6280.0,5275.0,7280.0
2024-10-14,Gujarat,Bhavnagar,Taleja,Cotton,6030.0,5000.0,7055.0
2024-10-15,Gujarat,Bhavnagar,Taleja,Cotton,5875.0,4750.0,7000.0
2024-10-16,Gujarat,Bhavnagar,Taleja,Cotton,6130.0,5000.0,7255.0
2024-10-17,Gujarat,Bhavnagar,Taleja,Cotton,6215.0,5125.0,7300.0
2024-10-18,Gujarat,Bhavnagar,Taleja,Cotton,6505.0,5250.0,7755.0
2024-10-19,Gujarat,Bhavnagar,Taleja,Cotton,6390.0,5005.0,7775.0
2024-10-21,Gujarat,Bhavnagar,Taleja,Cotton,6400.0,5125.0,7675.0
2024-10-22,Gujarat,Bhavnagar,Taleja,Cotton,6545.0,5350.0,7735.0
2024-10-23,Gujarat,Bhavnagar,Taleja,Cotton,6640.0,5370.0,7905.0
2024-10-24,Gujarat,Bhavnagar,Taleja,Cotton,6460.0,5000.0,7915.0
2024-10-25,Gujarat,Bhavnagar,Taleja,Cotton,6605.0,5250.0,7960.0
2024-10-26,Gujarat,Bhavnagar,Taleja,Cotton,6465.0,5125.0,7805.0
2024-10-28,Gujarat,Bhavnagar,Taleja,Cotton,6315.0,5020.0,7605.0
2024-10-29,Gujarat,Bhavnagar,Taleja,Cotton,6305.0,5055.0,7550.0
2024-11-06,Gujarat,Bhavnagar,Taleja,Cotton,6975.0,6500.0,7450.0
2024-11-07,Gujarat,Bhavnagar,Taleja,Cotton,6980.0,6500.0,7455.0
2024-11-08,Gujarat,Bhavnagar,Taleja,Cotton,7005.0,6500.0,7505.0
2024-11-09,Gujarat,Bhavnagar,Taleja,Cotton,7290.0,7000.0,7575.0
2024-11-11,Gujarat,Bhavnagar,Taleja,Cotton,6565.0,5505.0,7625.0
2024-11-12,Gujarat,Bhavnagar,Taleja,Cotton,7435.0,7250.0,7620.0
2024-11-13,Gujarat,Bhavnagar,Taleja,Cotton,7290.0,6900.0,7660.0
2024-11-14,Gujarat,Bhavnagar,Taleja,Cotton,7345.0,7055.0,7635.0
2024-11-18,Gujarat,Bhavnagar,Taleja,Cotton,7250.0,7000.0,7495.0
2024-11-19,Gujarat,Bhavnagar,Taleja,Cotton,7080.0,6750.0,7405.0
2024-11-20,Gujarat,Bhavnagar,Taleja,Cotton,6990.0,6625.0,7355.0
2024-11-21,Gujarat,Bhavnagar,Taleja,Cotton,7135.0,6900.0,7370.0
2024-11-22,Gujarat,Bhavnagar,Taleja,Cotton,7290.0,7150.0,7425.0
2024-11-23,Gujarat,Bhavnagar,Taleja,Cotton,7290.0,7125.0,7450.0
2024-11-25,Gujarat,Bhavnagar,Taleja,Cotton,7225.0,7050.0,7400.0
2024-11-26,Gujarat,Bhavnagar,Taleja,Cotton,7285.0,7105.0,7465.0
2024-11-27,Gujarat,Bhavnagar,Taleja,Cotton,7300.0,7115.0,7480.0
2024-11-29,Gujarat,Bhavnagar,Taleja,Cotton,7215.0,7055.0,7375.0
2024-11-30,Gujarat,Bhavnagar,Taleja,Cotton,7260.0,7150.0,7370.0
2024-12-02,Gujarat,Bhavnagar,Taleja,Cotton,7090.0,6800.0,7375.0
2024-12-03,Gujarat,Bhavnagar,Taleja,Cotton,7180.0,7055.0,7300.0
2024-12-04,Gujarat,Bhavnagar,Taleja,Cotton,7130.0,7000.0,7255.0
2024-12-06,Gujarat,Bhavnagar,Taleja,Cotton,6840.0,6375.0,7300.0
2024-12-09,Gujarat,Bhavnagar,Taleja,Cotton,7260.0,7125.0,7390.0
2024-12-10,Gujarat,Bhavnagar,Taleja,Cotton,7200.0,7055.0,7345.0
2024-12-11,Gujarat,Bhavnagar,Taleja,Cotton,7075.0,6800.0,7350.0
2024-12-13,Gujarat,Bhavnagar,Taleja,Cotton,7165.0,7000.0,7325.0
2024-12-14,Gujarat,Bhavnagar,Taleja,Cotton,7215.0,7055.0,7370.0
2024-12-16,Gujarat,Bhavnagar,Taleja,Cotton,7075.0,6850.0,7300.0
2024-12-17,Gujarat,Bhavnagar,Taleja,Cotton,7040.0,6750.0,7325.0
2024-12-18,Gujarat,Bhavnagar,Taleja,Cotton,7030.0,6750.0,7310.0
2024-12-19,Gujarat,Bhavnagar,Taleja,Cotton,7005.0,6755.0,7255.0
2024-12-20,Gujarat,Bhavnagar,Taleja,Cotton,7000.0,6745.0,7250.0
2024-12-21,Gujarat,Bhavnagar,Taleja,Cotton,7005.0,6755.0,7255.0
2024-12-23,Gujarat,Bhavnagar,Taleja,Cotton,7000.0,6750.0,7250.0
2024-12-24,Gujarat,Bhavnagar,Taleja,Cotton,6940.0,6600.0,7275.0
2024-12-25,Gujarat,Bhavnagar,Taleja,Cotton,6885.0,6500.0,7270.0
2024-12-26,Gujarat,Bhavnagar,Taleja,Cotton,6895.0,6500.0,7285.0
2024-12-27,Gujarat,Bhavnagar,Taleja,Cotton,6995.0,6675.0,7315.0
2024-12-28,Gujarat,Bhavnagar,Taleja,Cotton,6965.0,6625.0,7300.0
2024-12-30,Gujarat,Bhavnagar,Taleja,Cotton,6975.0,6650.0,7300.0
2024-12-31,Gujarat,Bhavnagar,Taleja,Cotton,6980.0,6650.0,7310.0
2025-01-01,Gujarat,Bhavnagar,Taleja,Cotton,6840.0,6355.0,7320.0
2025-01-02,Gujarat,Bhavnagar,Taleja,Cotton,7005.0,6705.0,7300.0
2025-01-03,Gujarat,Bhavnagar,Taleja,Cotton,6980.0,6605.0,7355.0
2025-01-04,Gujarat,Bhavnagar,Taleja,Cotton,7050.0,6750.0,7350.0
2025-01-06,Gujarat,Bhavnagar,Taleja,Cotton,6825.0,6250.0,7400.0
2025-01-07,Gujarat,Bhavnagar,Taleja,Cotton,6910.0,6365.0,7450.0
2025-01-08,Gujarat,Bhavnagar,Taleja,Cotton,6930.0,6460.0,7400.0
2025-01-09,Gujarat,Bhavnagar,Taleja,Cotton,6965.0,6500.0,7425.0
2025-01-10,Gujarat,Bhavnagar,Taleja,Cotton,7105.0,6800.0,7405.0
2025-01-11,Gujarat,Bhavnagar,Taleja,Cotton,7105.0,6800.0,7410.0
2025-01-13,Gujarat,Bhavnagar,Taleja,Cotton,7110.0,6855.0,7360.0
2025-01-15,Gujarat,Bhavnagar,Taleja,Cotton,6800.0,6280.0,7315.0
2025-01-16,Gujarat,Bhavnagar,Taleja,Cotton,6860.0,6400.0,7315.0
2025-01-17,Gujarat,Bhavnagar,Taleja,Cotton,6770.0,6255.0,7285.0
2025-01-18,Gujarat,Bhavnagar,Taleja,Cotton,6855.0,6350.0,7355.0
2025-01-20,Gujarat,Bhavnagar,Taleja,Cotton,6815.0,6270.0,7355.0
2025-01-21,Gujarat,Bhavnagar,Taleja,Cotton,6880.0,6500.0,7255.0
2025-01-22,Gujarat,Bhavnagar,Taleja,Cotton,7000.0,6700.0,7300.0
